--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Run Date: 29.04.2019  Client  : 100   Bluescope ECC Quality                                                                                                 Page:      1
Run Time: 18:22:06    Co. Code: 1010  SLIAPK-Port Kembla SteelW                                                                            ABAP: ZFR_GRIR_REPORT_ANALYSIS
                                                                      GR/IR Analysis Report (online)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
GR/IR Analysis of Creditors - Combined Detail Report for Clearing Date 28.02.2019.

GOODS NOT YET INVOICED



G / L Account:     800200      Trade Pbles-Ext-Accr
Expenditure type:            INVENTORY

D   Purchase Order    PO   Vendor     Vendor      Vendor name                          Account                  Value of Goods   Qty of Goods  User         Last GR    Del
R     / Item No.     Type   Ctrl        No.                                            Assign                    not invoiced    not invoiced                 Date     End
R     / Item No.     Type   Ctrl        No.                                            Assign                    not receipted   not receipted                Date     End
X 3800916239 /    1  ECPO  800000     102876     VALVE DISTRIBUTORS PTY LTD          F     41855961                     370.00          2.000 MADEGJ       25.10.2018 03.0
X 3800916239 /    2  ECPO  800000     102876     VALVE DISTRIBUTORS PTY LTD          F     41855961                     390.00          2.000 MADEGJ       25.10.2018 03.0
X 3800916239 /    3  ECPO  800000     102876     VALVE DISTRIBUTORS PTY LTD          F     41855961                      30.00          1.000 MADEGJ       25.10.2018 03.0
X 3801072694 /    1  ECPO  800000     110462     GLOBETECH PTY LTD                   F     42147721                      42.53          1.000 MAGREB1      18.10.2018 06.1
X 3801072694 /    2  ECPO  800000     110462     GLOBETECH PTY LTD                   F     42147721                      42.53          1.000 MAGREB1      18.10.2018 06.1
X 3801075530 /    1  ECPO  800000     115743     GRQ INDUSTRIAL & ENGINEERING SUPPLI F     42157220                     268.00          1.000 MAWALD       22.10.2018 01.1
X 3801075530 /    2  ECPO  800000     115743     GRQ INDUSTRIAL & ENGINEERING SUPPLI F     42157220                     268.00          1.000 MAWALD       22.10.2018 03.1
X 3801077707 /    1  ECPO  800000     103722     RENOLD AUSTRALIA PTY LTD(WETHERILL  F     42257473                     308.00          0.000 MA9MELM      14.11.2018 10.1
X 3801077707 /    2  ECPO  800000     103722     RENOLD AUSTRALIA PTY LTD(WETHERILL  F     42257473                     308.00          0.000 MA9MELM      14.11.2018 10.1
X 3801077707 /    3  ECPO  800000     103722     RENOLD AUSTRALIA PTY LTD(WETHERILL  F     42257473                     201.80          0.000 MA9MELM      14.11.2018 10.1
X 3801077707 /    4  ECPO  800000     103722     RENOLD AUSTRALIA PTY LTD(WETHERILL  F     42257473                      17.12          0.000 MA9MELM      14.11.2018 10.1
X 3801088575 /    1  ECPO  800000     115743     GRQ INDUSTRIAL & ENGINEERING SUPPLI F     42131212                     340.40          2.000 MAKERB       20.11.2018 14.1
X 3801088575 /    2  ECPO  800000     115743     GRQ INDUSTRIAL & ENGINEERING SUPPLI F     42131212                      94.90          1.000 MAKERB       20.11.2018 15.1
X 3801095661 /    1  ECPO  800000     104117     STAUFF CORPORATION PTY LTD          F     42296027                    3040.00          2.000 MAKUZD       06.12.2018 10.1
X 3801095661 /    2  ECPO  800000     104117     STAUFF CORPORATION PTY LTD          F     42296027                    2000.00          2.000 MAKUZD       06.12.2018 10.1
X 3801098267 /    1  ECPO  800000     103890     TLE ELECTRICAL                      F     42147706                     428.95         17.000 MAKITK       18.12.2018 19.1
X 3801098270 /    1  ECPO  800000     103890     TLE ELECTRICAL                      F     42260647                    3410.00          2.000 MAKITK       30.01.2019 19.1
X 3801098270 /    2  ECPO  800000     103890     TLE ELECTRICAL                      F     42260647                     926.00          2.000 MAKITK       30.01.2019 19.1
X 3801098270 /    3  ECPO  800000     103890     TLE ELECTRICAL                      F     42260647                     178.00          2.000 MAKITK       30.01.2019 19.1
X 3801099783 /    1  ECPO  800000     111239     LANGSON GLASS                       F     42288139                     880.00         10.000 MAFRET       16.01.2019 25.1
X 3801099783 /    2  ECPO  800000     111239     LANGSON GLASS                       F     42288139                    1170.00         10.000 MAFRET       16.01.2019 25.1
X 3801100880 /    1  ECPO  800000     103300     BARRON GJM PTY LTD                  F     42276404                     433.00          1.000 MAANAA       08.01.2019 03.0
X 3801100880 /    2  ECPO  800000     103300     BARRON GJM PTY LTD                  F     42276404                     393.00          1.000 MAANAA       08.01.2019 03.0
X 3801100880 /    3  ECPO  800000     103300     BARRON GJM PTY LTD                  F     42276404                      35.00          1.000 MAANAA       08.01.2019 03.0
X 3801101147 /    1  ECPO  800000     104117     STAUFF CORPORATION PTY LTD          F     42154100                      53.20         40.000 MA9MARG1     03.01.2019 07.0
X 3801101147 /    2  ECPO  800000     104117     STAUFF CORPORATION PTY LTD          F     42154100                      47.20         40.000 MA9MARG1     03.01.2019 07.0
X 3801101147 /    3  ECPO  800000     104117     STAUFF CORPORATION PTY LTD          F     42154100                      62.00         20.000 MA9MARG1     03.01.2019 07.0
X 3801101147 /    4  ECPO  800000     104117     STAUFF CORPORATION PTY LTD          F     42154100                     561.54         40.000 MA9MARG1     03.01.2019 07.0
X 3801101659 /    1  ECPO  800000     103899     CAMMTHANE PTY LTD                   F     42147702                    1544.00          0.000 MAKITK       10.01.2019 10.0
X 3801101659 /    2  ECPO  800000     103899     CAMMTHANE PTY LTD                   F     42147702                    1533.00          0.000 MAKITK       10.01.2019 10.0
X 3801101666 /    1  ECPO  800000     103136     ELECTRICAL ENGINEERING EQUIPMENT    F     42282468                     146.60          0.000 MAKITK       10.01.2019 10.0
X 3801101666 /    2  ECPO  800000     103136     ELECTRICAL ENGINEERING EQUIPMENT    F     42282468                    1350.00          0.000 MAKITK       10.01.2019 10.0
X 3801103451 /    1  ECPO  800000     105444     CORTELA CARBON PTY LTD              F     42147721                    2454.00         60.000 MAMCKC       25.01.2019 01.0
X 3801103451 /    2  ECPO  800000     105444     CORTELA CARBON PTY LTD              F     42147721                      40.00          1.000 MAMCKC       25.01.2019 01.0
X 3801103624 /    1  ECPO  800000     108772     TITAN STRAPPING SYSTEMS ASIA PACIFI F     42308472                      86.72          2.000 MA9MELM      31.01.2019 25.0
X 3801103624 /    2  ECPO  800000     108772     TITAN STRAPPING SYSTEMS ASIA PACIFI F     42308472                      20.00          1.000 MA9MELM      31.01.2019 25.0
X 3801106239 /    1  ECPO  800000     114078     INDUSTRIAL & BEARING SUPPLIES       F     42257174                     226.70          1.000 MAHEAS1      31.01.2019 19.0
X 3801106239 /    2  ECPO  800000     114078     INDUSTRIAL & BEARING SUPPLIES       F     42257174                       2.45          1.000 MAHEAS1      31.01.2019 19.0
X 3801106239 /    3  ECPO  800000     114078     INDUSTRIAL & BEARING SUPPLIES       F     42257174                       3.25          1.000 MAHEAS1      31.01.2019 19.0
X 3801106239 /    4  ECPO  800000     114078     INDUSTRIAL & BEARING SUPPLIES       F     42257174                      13.95          1.000 MAHEAS1      31.01.2019 19.0
X 3801106239 /    5  ECPO  800000     114078     INDUSTRIAL & BEARING SUPPLIES       F     42257174                       1.32          6.000 MAHEAS1      31.01.2019 19.0
X 3801106239 /    6  ECPO  800000     114078     INDUSTRIAL & BEARING SUPPLIES       F     42257174                       5.70          6.000 MAHEAS1      31.01.2019 19.0
X 3801106239 /    7  ECPO  800000     114078     INDUSTRIAL & BEARING SUPPLIES       F     42257174                      89.90          1.000 MAHEAS1      31.01.2019 19.0
X 3801108329 /    1  ECPO  800000     103899     CAMMTHANE PTY LTD                   F     42147702                    1544.00          0.000 MAKITK       14.02.2019 08.0
X 3801108329 /    2  ECPO  800000     103899     CAMMTHANE PTY LTD                   F     42147702                    1533.00          0.000 MAKITK       14.02.2019 08.0
X 3801111248 /    1  ECPO  800000     103354     ILLAWARRA WIRE ROPES                F     42349220                    1200.00          1.000 MADRYG1      18.02.2019 26.0
X 3801111248 /    2  ECPO  800000     103354     ILLAWARRA WIRE ROPES                F     42349220                     655.00          1.000 MADRYG1      18.02.2019 26.0
X 3900603124 /    1  NB    800000     102831     VALVEMAN                            F     42302268                      16.60          2.000 CMD          16.01.2019 14.0
X 3900603124 /    2  NB    800000     102831     VALVEMAN                            F     42302268                      23.60          2.000 CMD          16.01.2019 14.0
X 3900603124 /    3  NB    800000     102831     VALVEMAN                            F     42302268                      34.00          2.000 CMD          16.01.2019 14.0

                                                                                                        ---------------
*     Total for category PM04                                                                                28,822.96

Category:          PM05                        Project Work

D   Purchase Order    PO   Vendor     Vendor      Vendor name                          Account                  Value of Inv     Qty of Inv    User         Last IR    Del
R     / Item No.     Type   Ctrl        No.                                            Assign                    not receipted   not receipted                Date     End
X 3801005366 /    1  ECPO  800000     114547     DAYS INDUSTRIAL                     F     50015451                     309.09          1.000 MAMACP       24.10.2018 21.1
X 3801005366 /    2  ECPO  800000     114547     DAYS INDUSTRIAL                     F     50015451                      72.21          3.000 MAMACP       24.10.2018 21.1
X 3801005366 /    4  ECPO  800000     114547     DAYS INDUSTRIAL                     F     50015451                     272.00         20.000 MAMACP       24.10.2018 21.1
X 3801080295 /    1  ECPO  800000     103829     REFRIGERATION & AIR SUPPLIES        F     50017127                    1329.75          1.000 MASZAT       19.10.2018 15.1
X 3801080295 /    2  ECPO  800000     103829     REFRIGERATION & AIR SUPPLIES        F     50017127                     108.35          1.000 MASZAT       19.10.2018 15.1
X 3801080295 /    3  ECPO  800000     103829     REFRIGERATION & AIR SUPPLIES        F     50017127                      20.40          1.000 MASZAT       19.10.2018 15.1
X 3801080295 /    4  ECPO  800000     103829     REFRIGERATION & AIR SUPPLIES        F     50017127                      10.32          1.000 MASZAT       19.10.2018 15.1
X 3801080295 /    5  ECPO  800000     103829     REFRIGERATION & AIR SUPPLIES        F     50017127                      96.00          1.000 MASZAT       19.10.2018 15.1
X 3801095226 /    1  ECPO  800000     114547     DAYS INDUSTRIAL                     F     50016820                     139.00          1.000 MAMACP       05.12.2018 30.1
X 3801095226 /    2  ECPO  800000     114547     DAYS INDUSTRIAL                     F     50016820                      61.41          1.000 MAMACP       05.12.2018 30.1
X 3801113222 /    1  ECPO  800000     114547     DAYS INDUSTRIAL                     F     50016820                    1353.17          0.000 MAMACP       21.02.2019 14.0
X 3900598225 /    1  NB    800000     113704     DISKEDGE ENGINEERING INDUSTRIES     F     50016866                    2370.25          1.000 YMC          14.01.2019 10.0
X 3900598225 /    2  NB    800000     113704     DISKEDGE ENGINEERING INDUSTRIES     F     50016866                    3153.00          1.000 YMC          30.01.2019 10.0
X 3900598225 /    3  NB    800000     113704     DISKEDGE ENGINEERING INDUSTRIES     F     50016866                    3421.00          1.000 YMC          14.01.2019 10.0
X 3900598225 /    4  NB    800000     113704     DISKEDGE ENGINEERING INDUSTRIES     F     50016866                    7017.00          1.000 YMC          30.01.2019 10.0
X 3900598225 /    5  NB    800000     113704     DISKEDGE ENGINEERING INDUSTRIES     F     50016866                    6602.00          1.000 YMC          30.01.2019 10.0

                                                                                                        ---------------
*     Total for category PM05                                                                                26,334.95

Category:          PM07                        Manufacturing and Refurbishment

D   Purchase Order    PO   Vendor     Vendor      Vendor name                          Account                  Value of Inv     Qty of Inv    User         Last IR    Del
R     / Item No.     Type   Ctrl        No.                                            Assign                    not receipted   not receipted                Date     End
